Gene.symbol	Gene.ID	adj.P.Val	logFC
		0.0137301646007485	0.893627865111111
ALCAM	214	0.0137360770708857	0.904458146360547
DIRAS3	9077	0.0137443604325699	0.382281107123586
FOSL2	2355	0.0137537642332003	1.37953396552268
IL17A	3605	0.0137608554702908	-0.35228245902381
ASNA1	439	0.0137610308036827	0.304961254970525
DKFZp779M0652	374387	0.013787162326378	-0.450623609178001
LINC01011	401232	0.0137911418109724	-0.437848603896824
		0.0138069174384822	-0.799814770617913
GPC6	10082	0.0138168419336586	0.762852268621316
IRF4	3662	0.0138505353535422	-1.41197895099886
PSMC5	5705	0.0138552851534739	1.06106074496598
GRK6	2870	0.0138835148539781	-0.562438115166657
CSNK1G3	1456	0.0138975335797218	-0.599861036687079
SLC9A8	23315	0.0139327379532164	-0.752559918183672
		0.0139415868083282	1.45948732222903
FTH1	2495	0.0139469077145372	-0.984654638676865
RRN3	54700	0.0139469077145372	0.989380101887753
		0.0139614420846368	0.476785754045353
FSIP1	161835	0.0139614420846368	0.30579023670068
		0.0139633939660586	0.790580285078234
EDAR	10913	0.0139756983294664	-0.987094558744897
		0.013982293519132	-0.514819241784581
PROSER2	254427	0.013985848225639	0.386466362090705
NXPE4	54827	0.0139915111887698	-0.268626792058956
		0.0139984123474843	-0.45138477215873
		0.0140097613152386	-0.43088641265646
		0.0140163105809168	-0.501121358850337
		0.0140168137577681	0.868188773073698
FKBP3	2287	0.0140468321837144	0.916552167409299
ISG15	9636	0.0140472127956675	-0.552289125472787
		0.0140507623673506	-0.9587896650839
DGKG	1608	0.0140730784364596	0.9527894470737
CNR1	1268	0.014088375302924	-0.582091552339002
CDC42EP3	10602	0.014088375302924	-1.09610742154422
LY6G5B	58496	0.0140981243494096	-0.405028785616775
MBNL1	4154	0.0141050151664879	-0.44846808787981
FBXL3	26224	0.0141081766666816	-0.421818198400222
RNF183	138065	0.0141081766666816	-0.398174530430839
LOC554223	554223	0.0141081766666816	-0.675610478267573
DDR1	780	0.0141082116474816	-0.41357747292857
		0.0141084625531866	-0.524588018904761
VIM	7431	0.0141152766705997	0.696426379680281
		0.0141362112085347	-0.777189904730158
DNAL1	83544	0.0141394403267209	0.439900130696146
HELQ	113510	0.0141394403267209	-0.790324084098636
AKR7L	246181	0.0141523409104728	0.434113906848075
		0.0141585823094564	-0.757203175994329
CORO1C	23603	0.0141637095109804	1.36843177178005
		0.0141782291134782	-0.680254273121314
		0.0141885910934394	-0.33090457856576
		0.0141906705915724	-0.347603543545351
PRPF38A	84950	0.0141969046271856	0.345217701995466
TREH	11181	0.01419722246398	-0.365706490140588
		0.0141993894323103	-0.706404305984124
		0.0142028036608043	-0.796276270080499
PDE7A	5150	0.0142083605971039	-0.751564003964852
IPPK	64768	0.0142083605971039	-0.394178809761903
		0.0142277275424639	-0.519834138564625
		0.0142341191026755	0.563462525242638
FAM171B	165215	0.0142362571101174	0.939332001564626
RBM33	155435	0.01427043437591	-0.404454477912694
		0.0143041267639487	0.3632615339796
		0.0143041267639487	-0.393144851587299
		0.0143178692486606	-0.626096640740362
		0.0143311768727171	-0.429986728285713
ASAP3	55616	0.0143606818733219	-0.353144915930836
TRPM2	7226	0.014368195757683	0.54702275452721
		0.014368195757683	1.50089723506236
EIF3E	3646	0.014385136279964	1.28337227803062
FOXP1	27086	0.0144523973125845	-0.491234528626981
		0.0144788214275599	0.662288595732432
		0.0144836259080824	1.14217398449207
CTIF	9811	0.0145453653599035	0.376535657782314
		0.0145545447911981	0.847995760998868
		0.014560968880366	-0.500889071155328
LSM4	25804	0.0145682449898856	0.503492345089574
		0.0145682449898856	-0.539292994280039
		0.0145818171180535	0.901331923656464
GBP3	2635	0.0145959549102695	-0.623204545776647
NENF	29937	0.0146006210721919	0.523682995170071
RDX	5962	0.0146152499800861	0.682184827014739
CLEC5A	23601	0.014618090276555	1.14352269422109
GYG2	8908	0.0146280735533501	0.345128376579368
NCAPD2	9918	0.0146416659588506	0.522592289011341
SERPINF2	5345	0.0146496903432252	0.338661612097505
		0.0146621216912311	0.491404591163268
HNRNPA1P6///HNRNPA1P33///HNRNPA1P27///HNRNPA1P10///HNRNPA1L2///HNRNPA1	729423///728643///664721///664709///144983///3178	0.0146644037206768	0.952356833809532
LINC00998	401397	0.0146707538103627	0.839863224224489
ZNF592	9640	0.0146727445875184	-0.497683584490931
SNORD116-26	100033438	0.0146743037327568	-1.04093459654422
TMEM60	85025	0.0146743037327568	-0.729123383129249
		0.0146790534862152	-0.650596430946713
		0.0146790534862152	0.729991726327665
NDRG4	65009	0.0146790534862152	-0.251121102217685
ALPI///ALPI	248///248	0.0146827570334237	-0.359093498595237
TNRC6A	27327	0.0146972825697846	-0.587403487811788
CCNI2	645121	0.0147013404751637	-0.630885023026074
TBC1D8B	54885	0.0147119328038356	0.606552695159865
		0.0147401972437121	-0.807853709447849
FARSB	10056	0.0147424080331111	1.2279595029161
RASGRF2	5924	0.0147425236172789	-1.66437471354988
CIB3	117286	0.0147532941918092	-0.380719151378684
NEDD8-MDP1///MDP1///CHMP4A	100528064///145553///29082	0.0147717677284639	-0.531376204909297
RNF5P1///RNF5	286140///6048	0.0147841014958191	0.701258022407032
SNORA60	677837	0.0147841014958191	-0.978438188930838
BIRC3	330	0.0147985870771057	-1.52022070382086
POLDIP3	84271	0.0148094692330659	0.401611421065761
CCNT2	905	0.0148094692330659	-0.451640949068029
ZNF625-ZNF20///ZNF625	100529855///90589	0.0148094692330659	0.525039118442177
IL18R1///IL18R1	8809///8809	0.0148095247794733	-1.1823488301746
PPP1R32	220004	0.0148095247794733	-0.401822625309522
LPGAT1	9926	0.0148095247794733	-0.747340604183671
CDH23	64072	0.0148095247794733	-0.768792727867347
NRG2	9542	0.0148095247794733	-0.390531884407027
RBM14	10432	0.0148098891326571	0.556005413633791
		0.0148144716010776	-0.807476886797051
		0.0148173603451194	0.548081000498867
		0.0148210782840544	1.20126893728685
		0.0148218547452869	0.496396380777781
OS9	10956	0.0148218547452869	0.442397599312926
MXD4	10608	0.0148218547452869	-0.285150944946709
		0.0148232301000896	-0.710898310996598
DDAH2	23564	0.0148243646018745	0.810066444061229
MED22	6837	0.0148638016329623	-0.308797616936509
SUSD6	9766	0.0148826391936059	-0.740624078740362
ADAM8	101	0.0148850357566975	-1.017960886017
		0.0148854564018523	-0.684663193210884
SURF4	6836	0.0149023601902079	0.451476079134924
DDIT4L	115265	0.0149347869768405	0.529014688749435
MKLN1	4289	0.0149347869768405	-0.447693780692742
KIR2DS2///KIR3DL3///KIR2DL5A///KIR3DS1///KIR3DL2///KIR3DL1///KIR2DS4///KIR2DS1///KIR2DL3///KIR2DL2///KIR2DL1///KIR3DS1///KIR3DL2///KIR3DL1///KIR2DS5///KIR2DS3	100132285///115653///57292///3813///3812///3811///3809///3806///3804///3803///3802///3813///3812///3811///3810///3808	0.0149429782998929	-0.497975407400227
LOC389199	389199	0.0149429782998929	-0.348684092075962
UACA	55075	0.0149453717725523	0.615299238060093
OAF	220323	0.0149453717725523	0.581127816892291
SHKBP1	92799	0.0149479290432531	-0.785016429027207
MYPOP	339344	0.0149511399206579	-0.350236488817459
C22orf15	150248	0.0149622245061998	-0.321263757530613
		0.0149837325654573	0.82970149012019
TEF	7008	0.0149895961533312	-0.407912188358274
GID4	79018	0.0150119711785425	-0.353532530037414
BCL2L11	10018	0.0150201306243	-0.985677118778909
CREM	1390	0.015038403436285	-0.375214836921767
CRACR2A	84766	0.015038403436285	-0.567235278263039
VAV3	10451	0.0150487859048283	0.864847563723359
		0.0150764465278448	-0.816207946087302
ZNF584	201514	0.0150764465278448	0.439022944471658
ERRFI1	54206	0.0150764465278448	-0.471290895591837
STAMBPL1	57559	0.015085273940256	-1.18369702697392
COPRS	55352	0.0150878843829721	0.511842895842405
ADAMTS8	11095	0.0150924429084236	-0.360361219418368
UBN2	254048	0.0151028934715355	-0.383793726975054
TRAJ17///TRAV12-2	28738///28673	0.0151028934715355	-1.48963864086395
SLC6A9	6536	0.0151028934715355	0.569322786285714
		0.0151267378883451	-0.431031342276644
UCN3	114131	0.0151527239125079	-0.429117531462583
		0.0151527239125079	0.498230029185943
		0.015178946010033	0.584657564566894
SCUBE1	80274	0.015178946010033	0.498338976079366
IL32	9235	0.015178946010033	-1.60418369782539
		0.015178946010033	-0.949020252634924
DPY19L2P2	349152	0.015198350116685	0.906900040356011
NMUR1	10316	0.0152204516373841	-0.493743088201813
CDH1	999	0.0152403723644333	0.705674588773244
HLA-H///HLA-B///HLA-A///HLA-B///HLA-A	3136///3106///3105///3106///3105	0.0152691338891421	-0.683846528043084
MRPL47	57129	0.0153098944495207	0.493559274411566
		0.0153105282843296	0.740691885719957
GUSBP11	91316	0.015313804537501	-0.375952642234692
WAC	51322	0.0153301714943274	-0.5801807515771
UBE2E4P	286480	0.0153551170847342	-0.72670740363152
B3GALT2	8707	0.0153686549275782	-0.742230174314059
LOC100131510	100131510	0.0154131185003957	-0.674766911112243
BCKDHB	594	0.0154132068456892	1.21684552850114
CACYBP	27101	0.0154249195881248	0.486291438681411
CAST	831	0.0154322739314829	-0.658647195844669
TBC1D27	96597	0.0154322739314829	-0.437791334317459
		0.0154322739314829	-0.288308516191609
TEX10	54881	0.0154322739314829	0.834790191956918
CDH24	64403	0.0154370404661352	0.368516432529479
		0.0154581678717588	-1.02377869268707
BIN1	274	0.0154674011306486	-0.943287207743762
LOC100131763	100131763	0.0154674011306486	-0.389722008494329
ZNF436	80818	0.0154711570398569	-0.404486406185939
TLCD1	116238	0.0154822828347257	0.371831116479591
WNT16	51384	0.0155087591452632	-0.589451119575963
		0.0155464109279145	-0.798653204675735
		0.0155539943622218	0.477067995671202
GRPEL2	134266	0.0155539943622218	-0.732398050308389
EPB41L2	2037	0.0155668281358865	1.28795387680386
TBC1D3I///TBC1D3E///LOC101060389///TBC1D3L///TBC1D3K///TBC1D3G///TBC1D3H///TBC1D3///TBC1D3P2///TBC1D3C///TBC1D3B///TBC1D3F	102724862///102723859///101060389///101060376///101060351///101060321///729877///729873///440452///414060///414059///84218	0.0155864211216564	-0.651430812555554
LIFR	3977	0.0156063963240581	0.556547092947846
PTMA///PTMA	5757///5757	0.0156156702342959	0.729889392190477
SUOX	6821	0.0156156702342959	0.778417048433107
FGF10	2255	0.0156268887438634	0.603838321460319
PSMB1	5689	0.0156396289638479	0.401448868384356
ARPC5	10092	0.015675071494216	-0.519104624952384
		0.0156879401128149	-0.219656223287981
TRIM33	51592	0.0157045077588667	-0.636352727156464
LOC645513///SEPT7P2///SEPT7P9	645513///641977///285961	0.0157047420380854	-0.554173157473924
ATP5O	539	0.0157047420380854	0.444825926891154
SOAT2	8435	0.0157240484729154	-0.416549333167799
MTHFD2L	441024	0.0157248607547245	0.587558056815194
KRT86///KRT85///KRT83///KRT81	3892///3891///3889///3887	0.0157404203778119	-0.372622595977323
LEXM	163747	0.0157404203778119	-0.439132400893424
		0.0157452790563353	-1.02696562386961
UBBP4	23666	0.0157547966496026	0.802272636630388
FAM187A///CCDC103	100528020///388389	0.0157587270311437	0.336467827713152
		0.0157587270311437	-0.454584467024944
SNORD116-9///SNORD116-7///SNORD116-5///SNORD116-3	100033421///100033419///100033417///100033415	0.0157587270311437	-1.72940050797845
		0.0157630173563175	0.278202187139457
RAB8B	51762	0.0157642261314425	-0.566346876068026
THOP1	7064	0.0157726019234291	0.399064275427439
EIF2B1	1967	0.0157726019234291	0.60733831354195
		0.0157726019234291	0.719992334826535
TXNRD3NB///TXNRD3	645840///114112	0.0158385576995505	0.616478304189344
		0.0158466179349158	-0.639469896929706
TWF1	5756	0.0158853812374444	-0.369521077752829
ALOXE3	59344	0.0159014152873071	-0.298254011104308
		0.0159081602372892	1.4437899520102
HCG27	253018	0.0159085095843142	-0.791600542725624
BTBD6	90135	0.0159179534559124	-0.539041275240364
		0.0159182365763008	0.768410543244899
SPRYD3	84926	0.0159182365763008	-0.393794381174597
PHTF2	57157	0.0159620016515258	-0.700599354712016
		0.0159905584816334	-0.477676997801585
C9orf131	138724	0.0160014786673444	-0.746533416261901
		0.016002360027372	-0.813395302106573
LINC00479	150135	0.0160112393526847	-0.314876440577096
		0.0160389815865832	-0.365764789662133
DPAGT1	1798	0.0160389815865832	0.96964795864853
CALCOCO2	10241	0.0160643323795547	0.519271883027214
ANKRD30BL	554226	0.0160808398657274	0.601654123087303
		0.0160817237163632	-0.650046258273242
		0.0160817237163632	0.943955029482999
ZFAT	57623	0.0160817237163632	-0.573220878263037
SPG7	6687	0.0160860012908806	-0.27095886820408
DDOST	1650	0.0160927976396815	0.587417921218824
		0.0161045909844295	-0.42236176840136
		0.0161045909844295	1.45201609781519
POU3F3	5455	0.0161045909844295	-0.431010094756234
BEX4	56271	0.0161045909844295	0.935522328622447
PI4KAP1///PI4KAP2///HIC2///PI4KA	728233///375133///23119///5297	0.0161045909844295	0.348332911292522
CDYL2	124359	0.0161202738659161	0.531034602722225
		0.0161253115046321	-0.273304143373016
DCTN1	1639	0.0161253521403695	0.297058018400227
NXT2	55916	0.0161279297998224	0.632018329953515
		0.0161279297998224	0.628006628129252
TRAPPC8	22878	0.0161352941611463	-0.480133801070291
FAM168A	23201	0.0161352941611463	-0.305561673400222
RNF32	140545	0.0161352941611463	-0.358962781213149
PELP1	27043	0.016138656297686	0.489737586357145
		0.0161499527182925	0.412682419599775
		0.0161687404643614	-0.602243421636054
SNRNP48	154007	0.0161706164430619	-0.412809069673468
BMPR1A	657	0.0161800266072893	-1.41534424604421
MTND2P28	100652939	0.0161819495457843	0.956635211819728
MLNR	2862	0.0161819495457843	0.442462113638324
UBE2S	27338	0.0161933289212226	0.476822479379819
		0.0162026413930942	-0.678505797064625
		0.0162026413930942	-1.29324975730499
JAKMIP1	152789	0.0162173840769157	-0.578461020848072
PVR	5817	0.0162173840769157	0.611613282236958
EXOC4	60412	0.01622313193751	0.433838001680277
		0.01622313193751	-0.815530490343535
VENTX	27287	0.01622313193751	0.529410541606575
PSMD5	5711	0.01622313193751	0.432880658842402
TNK1///TNK1	8711///8711	0.016224630548703	-0.317211044609977
MIR32	407036	0.0162354409945831	-0.928341646920634
FANCM	57697	0.0162440342799127	0.58530775604989
HTRA2	27429	0.0162565281176337	-0.500103585119046
		0.0162633397469947	-0.596364908180273
		0.0162730111321069	-0.370875189320861
		0.0163011088306916	0.596443761061227
FAM58DP///FAM58A	100421566///92002	0.0163240683526469	-0.535867878552152
		0.0163240683526469	-0.942854985981858
ANTXR1	84168	0.0163342583487062	0.360641806034014
LOC100128233	100128233	0.0163469957525543	-0.555486993325394
GPRC5C	55890	0.0163483049087993	0.322952016871884
TENM1	10178	0.0163664081234424	-0.862846460494332
		0.0163770168860526	-0.580157123630385
B3GNT2	10678	0.0163905022252984	0.872051344380953
KLF8	11279	0.0164212409439043	-1.10533628904422
		0.0164212409439043	-0.507691552283444
G2E3	55632	0.0164246860582077	-0.506204975725622
OCLN///LOC647859	100506658///647859	0.0164246860582077	1.36997373101474
		0.0164510508457661	-0.817708504757368
		0.0164632759327566	-0.386126774691608
		0.0164723986543995	1.15116561901587
FNBP1L	54874	0.016480006896936	1.00816496767801
NOP58	51602	0.016480006896936	1.08814233723584
CCDC138	165055	0.016507204982812	0.647291313057825
PLCD4	84812	0.0165128601232215	-0.294100644360544
DPPA2	151871	0.0165128601232215	-0.311457562650793
ZNF491	126069	0.0165379398933622	0.459042105777778
USP17L15///USP17L20///USP17L3///USP17L4///USP17L8///USP17L9P///USP17L6P///USP17L2	100288520///100287441///645836///645402///392188///391627///391622///377630	0.0165379398933622	0.598853281370749
CYP4F22	126410	0.0165379398933622	-0.388815490309524
SCARNA5	677775	0.0165379398933622	-0.893469947839002
		0.0165379398933622	0.562647017968255
CCDC84	338657	0.0165500218949771	-0.478320689910431
NCF1C///NCF1B///NCF1	654817///654816///653361	0.0165648242131483	-1.01526832878005
CABP4	57010	0.0165849914605788	-0.318331296302719
		0.0166016518929779	-0.33611956362585
HCCS	3052	0.0166265597603311	0.490940361984127
GFER	2671	0.016629282913099	-0.292596588438775
TREX2	11219	0.0166541431695633	-0.409058334732424
AXIN1	8312	0.016670016123446	-0.367348519625849
		0.016670016123446	-0.710647178333332
LOC101928697	101928697	0.0166705055036988	-0.338319049383219
		0.0166705055036988	-0.354273205295918
NHLRC2///NHLRC2	374354///374354	0.0166705055036988	0.722402407053286
LNPEP	4012	0.0166890473914762	-0.444683330687074
		0.0166890473914762	-0.948869765064623
SNORD116-4///SNRPN	100033416///6638	0.0166977523294641	-1.12407675009524
CFAP74	85452	0.0167166754813266	-0.400999714756234
SRM	6723	0.0167185586905242	0.679180357642858
GPR142	350383	0.0167209776268623	-0.348291453917233
BUD31	8896	0.0167301898278166	-0.41260647064739
		0.0167359731483576	0.990247269434244
KATNAL1	84056	0.0167408367317881	0.988792246206351
PTPMT1	114971	0.016768497338808	0.528163416692744
		0.0167879638102783	0.610619514690479
MOK	5891	0.0167892578633572	0.501308724075964
SEC31A	22872	0.016803092678407	0.501012832467124
TIGIT	201633	0.016806800161578	-1.26660511174603
CACNA1H	8912	0.0168261193277568	-0.313068541598637
		0.0168506846231879	0.448355003105442
EIF1AX	1964	0.01685283274506	0.471486599460322
GKAP1	80318	0.0168535449543129	-0.511157889687075
OR2A9P///OR2A20P	441295///401428	0.0168659152796268	-1.03992695396032
ZNF772	400720	0.016905848361266	0.67364577075964
WDR70	55100	0.0169062990066268	0.635409951367349
TMEM236	653567	0.0169088103607508	0.445245153713155
OR52N1	79473	0.0169088103607508	0.357906594399094
RBM43	375287	0.0169088103607508	-0.591054523887753
RASGRP3	25780	0.0169212411703768	1.90173925483787
PLCG1	5335	0.0169212411703768	-1.49156087751814
		0.0169277544905839	0.593229081993198
RRP7BP	91695	0.0169283209168627	0.543985823679144
MRPL1	65008	0.0169336015314808	1.17223893326871
		0.0169336015314808	-0.86140805218934
		0.0169336015314808	-0.586034630674605
		0.0169511993100033	-0.746344851944441
XRCC5	7520	0.0169583876221887	0.399224987585034
		0.0169583876221887	1.22237048924943
CAPN1	823	0.0169706936961508	0.42944381273016
COG7	91949	0.016986032038085	0.400516154488664
		0.016986032038085	-0.627729172568027
		0.016986032038085	-0.669951271972791
		0.016986032038085	0.407585362437647
MBTPS2///MBTPS2	51360///51360	0.0169872845237458	0.773230732628117
P3H1	64175	0.017000717612306	0.385967682339005
MT1M	4499	0.017000717612306	-0.781130951436508
MGC10814	84757	0.0170405298983594	-0.431453001562358
BTK	695	0.0170546566869489	1.92444569330839
CLEC12A	160364	0.0170549461433539	2.33000459688549
		0.0170572218261032	-0.352995172928568
DDX49	54555	0.0170606526251938	0.25029877955896
		0.0170786521457344	0.522181472895692
COL22A1	169044	0.0170825234615428	-0.335712386698412
		0.0170825234615428	-0.537888634919499
		0.0170825234615428	0.519062042232429
		0.0170910699121069	1.28490699931066
